"id","name","schoolType","country","region","websiteUrl","logo","createdAt"
"8X3gCLu-EY","Alex Ekwueme University","PUBLIC_UNIVERSITY","Nigeria","Ebonyi","https://www.funai.edu.ng",,"2025-09-07T19:56:32.854Z"
"7jWYhvhMc7","Federal University, Otuoke","PUBLIC_UNIVERSITY","Nigeria","Bayelsa","https://www.fuotuoke.edu.ng/",,"2025-09-07T19:56:32.854Z"
"Qxcpf9ZDHg","Federal University of Health Sciences, Ila Orangun","PUBLIC_UNIVERSITY","Nigeria","Osun","https://fuhsi.edu.ng/",,"2025-09-07T19:56:32.854Z"
"1j3hjpL29R","Federal University, Oye-Ekiti","PUBLIC_UNIVERSITY","Nigeria","Ekiti","https://www.fuoye.edu.ng/",,"2025-09-07T19:56:32.854Z"
"p2oygbgirI","David Nweze Umahi Federal University of Medical Sciences, Uburu","PUBLIC_UNIVERSITY","Nigeria","Ebonyi","https://kdums.edu.ng/",,"2025-09-07T19:56:32.854Z"
"LsecJzyi14","Federal University, Wukari","PUBLIC_UNIVERSITY","Nigeria","Taraba","https://www.fuwukari.edu.ng/",,"2025-09-07T19:56:32.854Z"
"7SM3Vlf4Qj","Admiralty University Ibusa      ","PUBLIC_UNIVERSITY","Nigeria","Delta","https://adun.edu.ng/",,"2025-09-07T19:56:32.855Z"
"XQG2B_oIVL","Federal University, Birnin","PUBLIC_UNIVERSITY","Nigeria","Kebbi","https://www.fubk.edu.ng",,"2025-09-07T19:56:32.855Z"
"BpnvEeBxY3","Federal University of Transportation, Daura","PUBLIC_UNIVERSITY","Nigeria","Katsina","https://www.futd.edu.ng/",,"2025-09-07T19:56:32.855Z"
"HHJs3uvXV5","Federal University, Gusau","PUBLIC_UNIVERSITY","Nigeria","Zamfara","https://www.fugusau.edu.ng",,"2025-09-07T19:56:32.855Z"
"ROZYLUfbbS","African Aviation and Aerospace University","PUBLIC_UNIVERSITY","Nigeria","Abuja","https://aaau.edu.ng/",,"2025-09-07T19:56:32.855Z"
"xSQ97ycnt5","Michael Okpara University of Agricultural ","PUBLIC_UNIVERSITY","Nigeria","Abia","https://www.mouau.edu.ng",,"2025-09-07T19:56:32.855Z"
"jHzXZie4rZ","National University of Science and Technology, Abuja","PUBLIC_UNIVERSITY","Nigeria","Abuja","https://nusta.edu.ng/",,"2025-09-07T19:56:32.855Z"
"Xi__llZB6T","Modibbo Adama University of Technology, Yola","PUBLIC_UNIVERSITY","Nigeria","Adamawa","https://www.mautech.edu.ng",,"2025-09-07T19:56:32.855Z"
"5vyEpshuFn","National Open University of Nigeria","PUBLIC_UNIVERSITY","Nigeria","Abuja","https://www.nou.edu.ng",,"2025-09-07T19:56:32.855Z"
"lDoLA93MYr","Federal University of Health Sciences, Kwale","PUBLIC_UNIVERSITY","Nigeria","Delta","https://fumhsk.edu.ng/",,"2025-09-07T19:56:32.855Z"
"106MmFO3rX","Nnamdi Azikiwe University","PUBLIC_UNIVERSITY","Nigeria","Anambra","https://www.unizik.edu.ng",,"2025-09-07T19:56:32.856Z"
"royOL_OjpQ","Yusuf Maitama Sule Federal University of Education, Kano","PUBLIC_UNIVERSITY","Nigeria","Kano","https://fcekano.edu.ng/",,"2025-09-07T19:56:32.856Z"
"ERPgO0D4Mm","Obafemi Awolowo University","PUBLIC_UNIVERSITY","Nigeria","Osun","https://www.oauife.edu.ng",,"2025-09-07T19:56:32.856Z"
"6lJZhq6j9Y","Adeyemi Federal University of Education, Ondo","PUBLIC_UNIVERSITY","Nigeria","Ondo","https://www.afued.edu.ng/",,"2025-09-07T19:56:32.856Z"
"jWeD5chb6I","University of Abuja        ","PUBLIC_UNIVERSITY","Nigeria","Abuja","https://www.uniabuja.edu.ng",,"2025-09-07T19:56:32.856Z"
"r2fh9OMIQq","Federal University of Allied Health Sciences, Enugu","PUBLIC_UNIVERSITY","Nigeria","Enugu","https://fuahse.edu.ng/",,"2025-09-07T19:56:32.856Z"
"kDwHcIqyZo","Federal University of Agriculture, Abeokuta","PUBLIC_UNIVERSITY","Nigeria","Ogun","https://www.unaab.edu.ng",,"2025-09-07T19:56:32.856Z"
"yAObQbb9Iv","Federal University of Medicine and Medical Sciences, Abeokuta","PUBLIC_UNIVERSITY","Nigeria","Ogun","https://fummsa.net/",,"2025-09-07T19:56:32.856Z"
"V9KkqcQfYK","Joseph Sarwuan Tarka University        ","PUBLIC_UNIVERSITY","Nigeria","Benue","https://www.uam.edu.ng",,"2025-09-07T19:56:32.856Z"
"F-JYLveLEZ","Federal University of Education, Pankshin","PUBLIC_UNIVERSITY","Nigeria","Plateau","https://www.fcepkn.edu.ng/",,"2025-09-07T19:56:32.856Z"
"kywVG9VFnr","Sule Lamido University, Kafin Hausa, Jigawa","PUBLIC_UNIVERSITY","Nigeria","Jigawa","https://www.uniport.edu.ng",,"2025-09-09T06:24:02.108Z"
"gNjsMUNkNA","University of Medical Sciences, Ondo City","PUBLIC_UNIVERSITY","Nigeria","Ondo","https://www.uniuyo.edu.ng",,"2025-09-09T06:24:02.676Z"
"JL6p1ltnV_","Edo State University Uzairue","PUBLIC_UNIVERSITY","Nigeria","Edo","https://www.udusok.edu.ng",,"2025-09-09T06:24:03.029Z"
"D9hTVQbdoc","Kingsley Ozumba Mbadiwe University, Ogboko","PUBLIC_UNIVERSITY","Nigeria","Imo","https://www.nmu.edu.ng/",,"2025-09-09T06:24:03.388Z"
"oXrEKT01VQ","University of Africa Toru Orua, Bayelsa State","PUBLIC_UNIVERSITY","Nigeria","Bayelsa","https://afit.edu.ng/",,"2025-09-09T06:24:03.797Z"
"ohovOtDR_r","Bornu State University, Maiduguri","PUBLIC_UNIVERSITY","Nigeria","Borno","https://naub.edu.ng/",,"2025-09-09T06:24:04.142Z"
"aa3kwEslZX","Moshood Abiola University of Science and Technology Abeokuta","PUBLIC_UNIVERSITY","Nigeria","Ogun","https://mapoly.edu.ng/science-technology/",,"2025-09-09T06:24:04.486Z"
"z0gNRvDuzY","Gombe State University of Science and Technology","PUBLIC_UNIVERSITY","Nigeria","Gombe","https://gsu.edu.ng/home/",,"2025-09-09T06:24:04.828Z"
"kX2PbdExox","Zamfara State University","PUBLIC_UNIVERSITY","Nigeria","Zamfara","https://zamsut.edu.ng/",,"2025-09-09T06:24:05.335Z"
"3AjzTRkQL3","Bayelsa Medical University","PUBLIC_UNIVERSITY","Nigeria","Bayelsa","https://bmu.edu.ng/",,"2025-09-09T06:24:05.669Z"
"mMzC04YjcF","University of Agriculture and Environmental Sciences, Umuagwo","PUBLIC_UNIVERSITY","Nigeria","Imo","https://www.uaes.edu.ng/",,"2025-09-09T06:24:06.219Z"
"fWJkfiC8_8","Confluence University of Science and Technology Osara, Kogi","PUBLIC_UNIVERSITY","Nigeria","Kogi","https://custech.edu.ng/",,"2025-09-09T06:24:06.643Z"
"LS5KGTZndq","Bamidele Olumilua University of Science and Technology Ikere, Ekiti State","PUBLIC_UNIVERSITY","Nigeria","Ekiti","https://kdums.edu.ng/",,"2025-09-09T06:24:06.973Z"
"wLI8jbJ1ob","University of Delta, Agbor","PUBLIC_UNIVERSITY","Nigeria","Delta","https://adun.edu.ng/",,"2025-09-09T06:24:07.561Z"
"csPCJySv7L","Delta University of Science and Technology, Ozoro","PUBLIC_UNIVERSITY","Nigeria","Delta","https://www.futd.edu.ng/",,"2025-09-09T06:24:08.000Z"
"Z_Xd9HxWyY","Dennis Osadebe University, Asaba","PUBLIC_UNIVERSITY","Nigeria","Delta","https://aaau.edu.ng/",,"2025-09-09T06:24:08.314Z"
"H2Z6LdoiSH","Lagos State University of Education, Ijanikin","PUBLIC_UNIVERSITY","Nigeria","Lagos","https://lasued.edu.ng/web/",,"2025-09-09T06:24:08.729Z"
"PLHMtpTksk","Lagos State University of Science and Technology Ikorodu","PUBLIC_UNIVERSITY","Nigeria","Lagos","https://lasustech.edu.ng/",,"2025-09-09T06:24:09.078Z"
"c_UvcHDOAK","Shehu Shagari University of Education, Sokoto","PUBLIC_UNIVERSITY","Nigeria","Sokoto","https://ssues.edu.ng/",,"2025-09-09T06:24:09.488Z"
"LP-jjnI1Z4","State University of Medical and Applied Sciences, Igbo-Eno, Enugu","PUBLIC_UNIVERSITY","Nigeria","Enugu","https://sumas.edu.ng/",,"2025-09-09T06:24:09.799Z"
"Q9aVk0j5fX","University of Ilesa, Osun State","PUBLIC_UNIVERSITY","Nigeria","Osun","https://www.unilesa.edu.ng/",,"2025-09-09T06:24:10.249Z"
"nxmrqAGoQz","Emanuel Alayande University of Education Oyo","PUBLIC_UNIVERSITY","Nigeria","Oyo","https://eauedoyo.edu.ng/",,"2025-09-09T06:24:10.663Z"
"eRkvJcNgDh","Kogi State University, Kabba","PUBLIC_UNIVERSITY","Nigeria","Kogi","https://www.ksukabba.edu.ng/",,"2025-09-09T06:24:11.257Z"
"4gK-Wzi4G_","AbdulKadir Kure University, Minna","PUBLIC_UNIVERSITY","Nigeria","Niger","https://www.akum.edu.ng/",,"2025-09-09T06:24:11.931Z"
"Hq5gx3A_pT","Kwara State University of Education, Ilorin","PUBLIC_UNIVERSITY","Nigeria","Kwara","https://kwasued.edu.ng/",,"2025-09-09T06:24:12.240Z"
"eUf_7fixhP","Abdulsalam Abubakar University of Agriculture and Climate Action, Mokwa","PUBLIC_UNIVERSITY","Nigeria","Niger","https://aaumokwa.edu.ng/",,"2025-09-09T06:24:12.603Z"
"yk-v_pFXHK","Ebonyi State University of ICT, Science and Technology, Oferekpe","PUBLIC_UNIVERSITY","Nigeria","Ebonyi","https://fummsa.net/",,"2025-09-09T06:24:13.013Z"
"eehKriGMDT","Cross River University of Education and Entrepeneurship, Akampa","PUBLIC_UNIVERSITY","Nigeria","Cross River ","https://uee-akamkpa.edu.ng/",,"2025-09-09T06:24:13.371Z"
"cloHt8z6pz","Benue State University of Agriculture Science and Technology, Ihugh","PUBLIC_UNIVERSITY","Nigeria","Benue","https://bsuast.edu.ng/",,"2025-09-09T06:24:13.834Z"
"hdl8Yj9KY1","Babcock University,Ilishan-Remo","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.babcock.edu.ng",,"2025-09-09T06:24:14.358Z"
"HQULNIEoun","Igbinedion University Okada","PRIVATE_UNIVERSITY","Nigeria","Edo","https://www.iuokada.edu.ng",,"2025-09-09T06:24:14.788Z"
"OLWsyjv2cY","Madonna University, Okija","PRIVATE_UNIVERSITY","Nigeria","Anambra","https://www.madonnauniversity.edu.ng",,"2025-09-09T06:24:15.206Z"
"UKgRb9UUCG","Bowen University, Iwo","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.bowen.edu.ng",,"2025-09-09T06:24:15.581Z"
"ELxGwHO_Mt","Benson Idahosa University, Benin City","PRIVATE_UNIVERSITY","Nigeria","Edo","https://www.biu.edu.ng/",,"2025-09-09T06:24:15.985Z"
"qpaoUDdhG6","Covenant University Ota","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.covenantuniversity.edu.ng/",,"2025-09-09T06:24:16.317Z"
"meDT4gQD07","Pan-Atlantic University, Lagos","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://www.pau.edu.ng",,"2025-09-09T06:24:16.644Z"
"xdoGMhrKX-","American University of Nigeria, Yola","PRIVATE_UNIVERSITY","Nigeria","Adamawa","https://www.aun.edu.ng",,"2025-09-09T06:24:17.009Z"
"hoSxHYMniP","Ajayi Crowther University, Ibadan","PRIVATE_UNIVERSITY","Nigeria","Oyo","https://www.acu.edu.ng",,"2025-09-09T06:24:17.374Z"
"S63rIe64ku","Al-Hikmah University, Ilorin","PRIVATE_UNIVERSITY","Nigeria","Kwara","https://www.alhikmah.edu.ng",,"2025-09-09T06:24:17.827Z"
"ITEjgMHUeh","Al-Qalam University, Katsina","PRIVATE_UNIVERSITY","Nigeria","Katsina","https://www.auk.edu.ng",,"2025-09-09T06:24:18.242Z"
"YC8-M-sXGl","Bells University of Technology, Otta","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.bellsuniversity.edu.ng/",,"2025-09-09T06:24:18.655Z"
"njkX2H97h6","Bingham University, New Karu","PRIVATE_UNIVERSITY","Nigeria","Nasarawa","https://www.binghamuni.edu.ng",,"2025-09-09T06:24:19.116Z"
"miamCH4uGu","Caritas University, Enugu","PRIVATE_UNIVERSITY","Nigeria","Enugu","https://www.caritasuni.edu.ng/",,"2025-09-09T06:24:19.663Z"
"5zzTYcbrkm","Crawford University Igbesa","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.crawforduniversity.edu.ng",,"2025-09-09T06:24:20.274Z"
"GuZLs1R2pn","Crescent University","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.crescent-university.edu.ng",,"2025-09-09T06:24:20.904Z"
"-yLB7HQafi","Kwararafa University, Wukari","PRIVATE_UNIVERSITY","Nigeria","Taraba","https://www.kwararafauniversity.edu.ng",,"2025-09-09T06:24:21.704Z"
"KNdHAA5TTp","Lead City University, Ibadan","PRIVATE_UNIVERSITY","Nigeria","Oyo","https://www.lcu.edu.ng",,"2025-09-09T06:24:22.044Z"
"ozoND_d9h9","Novena University, Ogume","PRIVATE_UNIVERSITY","Nigeria","Delta","https://www.novenauniversity.edu.ng",,"2025-09-09T06:24:22.511Z"
"JZcnSz_YI_","Redeemer's University, Ede","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.run.edu.ng",,"2025-09-09T06:24:22.889Z"
"1hSS0Cr1z5","Renaissance University, Enugu","PRIVATE_UNIVERSITY","Nigeria","Enugu","https://www.rnu.edu.ng",,"2025-09-09T06:24:24.100Z"
"HJ_h_d_4b0","University of Mkar, Mkar","PRIVATE_UNIVERSITY","Nigeria","Benue","https://www.unimkar.edu.ng",,"2025-09-09T06:24:24.416Z"
"gXk9wB_ECu","Joseph Ayo Babalola University, Ikeji-Arakeji","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.jabu.edu.ng",,"2025-09-09T06:24:24.794Z"
"vFT-XN_D8Z","Achievers University, Owo","PRIVATE_UNIVERSITY","Nigeria","Ondo","https://www.achievers.edu.ng",,"2025-09-09T06:24:25.225Z"
"HFKj9e0Yb6","Caleb University, Lagos","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://www.calebuniversity.edu.ng",,"2025-09-09T06:24:25.537Z"
"L7hwLHvzWF","Fountain Unveristy, Oshogbo","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.fuo.edu.ng",,"2025-09-09T06:24:25.859Z"
"AO4BVPpeSS","African University of Science and Technology, Abuja","PRIVATE_UNIVERSITY","Nigeria","Abuja","http://aust.edu.ng/",,"2025-09-09T06:24:26.200Z"
"mVytLFadgN","Obong University, Obong Ntak","PRIVATE_UNIVERSITY","Nigeria","Akwa Ibom","https://www.obonguniversity.net",,"2025-09-09T06:24:26.564Z"
"VBvgcMuA16","Salem University, Lokoja","PRIVATE_UNIVERSITY","Nigeria","Kogi","https://www.salemuniversity.edu.ng",,"2025-09-09T06:24:26.873Z"
"FahFQtuWVv","Tansian University, Umunya","PRIVATE_UNIVERSITY","Nigeria","Anambra","https://tansianuniversity.edu.ng/",,"2025-09-09T06:24:27.272Z"
"ZyHxz-Mlxf","Veritas University, Abuja","PRIVATE_UNIVERSITY","Nigeria","Abuja","https://www.veritas.edu.ng",,"2025-09-09T06:24:27.670Z"
"EaRIDHm20H","Wesley University Ondo","PRIVATE_UNIVERSITY","Nigeria","Ondo","https://www.wesleyuni.edu.ng",,"2025-09-09T06:24:27.982Z"
"O_uKz7aVSE","Western Delta University, Oghara","PRIVATE_UNIVERSITY","Nigeria","Delta","https://wdu.edu.ng",,"2025-09-09T06:24:28.437Z"
"LIdzz4-t7x","Afe Babalola University, Ado-Ekiti","PRIVATE_UNIVERSITY","Nigeria","Ekiti","https://www.abuad.edu.ng",,"2025-09-09T06:24:28.888Z"
"SnDT3M8jf9","Godfrey Okoye University, Ugwuomu-Nike","PRIVATE_UNIVERSITY","Nigeria","Enugu","https://www.gouni.edu.ng",,"2025-09-09T06:24:29.403Z"
"cwvZBLZwno","Nile University of Nigeria, Abuja","PRIVATE_UNIVERSITY","Nigeria","Abuja","https://www.nileuniversity.edu.ng/",,"2025-09-09T06:24:29.807Z"
"wNAx0X-_Ju","Oduduwa University, Ipetumodu","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.oduduwauniversity.edu.ng",,"2025-09-09T06:24:30.216Z"
"5Uh7XDGOr3","Paul University, Awka","PRIVATE_UNIVERSITY","Nigeria","Anambra","https://www.pauluniversity.edu.ng",,"2025-09-09T06:24:30.633Z"
"qpeh1P_RwM","Rhema University, Obeama-Asa","PRIVATE_UNIVERSITY","Nigeria","Rivers","https://www.rhemauniversity.edu.ng",,"2025-09-09T06:24:30.934Z"
"63k430nvrY","Wellspring University, Evbuobanosa","PRIVATE_UNIVERSITY","Nigeria","Edo","https://www.wellspringuniversity.net",,"2025-09-09T06:24:31.300Z"
"VL112lf4t7","Adeleke University, Ede","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.adelekeuniversity.edu.ng",,"2025-09-09T06:24:31.652Z"
"sUihYW2RNJ","Baze University","PRIVATE_UNIVERSITY","Nigeria","Abuja","https://www.bazeuniversity.edu.ng",,"2025-09-09T06:24:32.079Z"
"o6nXfq0CxW","Landmark University, Omu-Aran.","PRIVATE_UNIVERSITY","Nigeria","Kwara","https://www.lmu.edu.ng",,"2025-09-09T06:24:32.528Z"
"6p4YKjAFeU","Glorious Vision University, Ogwa","PRIVATE_UNIVERSITY","Nigeria","Edo","https://www.sau.edu.ng",,"2025-09-09T06:24:33.134Z"
"d1IRpqPWg_","Elizade University, Ilara-Mokin","PRIVATE_UNIVERSITY","Nigeria","Ondo","https://www.elizadeuniversity.edu.ng",,"2025-09-09T06:24:33.596Z"
"POx67J5x0r","Evangel University, Akaeze","PRIVATE_UNIVERSITY","Nigeria","Ebonyi","https://www.evangeluniversity.edu.ng",,"2025-09-09T06:24:33.914Z"
"JSUY__35fD","Gregory University, Uturu","PRIVATE_UNIVERSITY","Nigeria","Abia","https://www.gregoryuniversity.com",,"2025-09-09T06:24:34.229Z"
"4kapJeSgN4","Mcpherson University, Seriki Sotayo, Ajebo","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.mcu.edu.ng",,"2025-09-09T06:24:34.568Z"
"q_AdsQRLUU","Southwestern University, Oku Owa","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.southwesternuniversity.edu.ng",,"2025-09-09T06:24:35.030Z"
"P2ASgwvm6V","Augustine University","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://www.augustineuniversity.edu.ng/",,"2025-09-09T06:24:35.561Z"
"0L93fC5IaW","Chrisland University","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.chrislanduniversity.edu.ng",,"2025-09-09T06:24:35.895Z"
"vH9Eewhjcq","Edwin Clark University, Kaigbodo","PRIVATE_UNIVERSITY","Nigeria","Delta","https://www.edwinclarkuniversity.edu.ng/",,"2025-09-09T06:24:36.266Z"
"GAsAaMxWj9","Hallmark University, Ijebi Itele","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.hallmark.edu.ng",,"2025-09-09T06:24:36.805Z"
"FMun3y2vKy","Hezekiah University, Umudi","PRIVATE_UNIVERSITY","Nigeria","Imo","https://hezekiah.edu.ng/",,"2025-09-09T06:24:37.123Z"
"XMN_WYU1cL","Kings University, Ode Omu","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.kingsuniversity.edu.ng/",,"2025-09-09T06:24:37.488Z"
"9be0lj3N4m","Micheal & Cecilia Ibru University","PRIVATE_UNIVERSITY","Nigeria","Delta","https://mciu.edu.ng/",,"2025-09-09T06:24:37.999Z"
"udBl5_OLBI","Mountain Top University","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.mtu.edu.ng",,"2025-09-09T06:24:38.514Z"
"eb4VIVJjGc","Ritman University, Ikot Ekpene","PRIVATE_UNIVERSITY","Nigeria","Akwa Ibom","https://www.ritmanuniversity.edu.ng",,"2025-09-09T06:24:38.880Z"
"cJYSYthomq","Summit University, Offa","PRIVATE_UNIVERSITY","Nigeria","Kwara","https://www.summituniversity.edu.ng",,"2025-09-09T06:24:39.203Z"
"g_aWhRnJnP","Christopher University Mowe","PRIVATE_UNIVERSITY","Nigeria","Ogun","https://www.christopheruniversity.edu.ng/",,"2025-09-09T06:24:39.738Z"
"rvd3uHuH2R","Kola Daisi University Ibadan, Oyo State","PRIVATE_UNIVERSITY","Nigeria","Oyo","https://www.koladaisiuniversity.edu.ng/",,"2025-09-09T06:24:40.130Z"
"BSa_3RMRwi","Anchor University Ayobo","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://www.aul.edu.ng/",,"2025-09-09T06:24:40.571Z"
"VrgehAIxt4","Dominican University Ibadan","PRIVATE_UNIVERSITY","Nigeria","Oyo","https://www.dui.edu.ng/",,"2025-09-09T06:24:40.971Z"
"ajzko7rohQ","Legacy University, Okija","PRIVATE_UNIVERSITY","Nigeria","Anambra","https://www.legacyuniversity.edu.ng/",,"2025-09-09T06:24:41.396Z"
"7Ls9JcnbY2","Arthur Javis University, Akpoyubo ","PRIVATE_UNIVERSITY","Nigeria","Cross River","https://www.arthurjarvisuniversity.edu.ng/",,"2025-09-09T06:24:41.855Z"
"YATDTLQ1fU","Ojaja University, Eiyenkorin","PRIVATE_UNIVERSITY","Nigeria","Kwara","https://www.crownhilluniversity.edu.ng/",,"2025-09-09T06:24:42.403Z"
"tlix6OdzPp","Coal City University","PRIVATE_UNIVERSITY","Nigeria","Enugu","https://www.ccu.edu.ng/",,"2025-09-09T06:24:42.834Z"
"j5Bi2XBiL1","Clifford University Owerrinta","PRIVATE_UNIVERSITY","Nigeria","Abia","https://www.clifforduni.edu.ng/",,"2025-09-09T06:24:43.386Z"
"UHIDqKueas","Spiritan University, Nneochi","PRIVATE_UNIVERSITY","Nigeria","Abia","https://www.spiritanuniversity.edu.ng",,"2025-09-09T06:24:43.774Z"
"BPWWdrm7EX","Precious Cornerstone University, Oyo","PRIVATE_UNIVERSITY","Nigeria","Oyo","https://www.pcu.edu.ng",,"2025-09-09T06:24:44.451Z"
"1PrShM9kEC","PAMO University of Medical Sciences, Portharcourt","PRIVATE_UNIVERSITY","Nigeria","Rivers","https://www.pums.edu.ng",,"2025-09-09T06:24:45.882Z"
"jyH5sokEaL","Atiba University Oyo","PRIVATE_UNIVERSITY","Nigeria","Oyo","https://www.atibauniversity.edu.ng",,"2025-09-09T06:24:46.651Z"
"C1Nb1HXm95","Eko University of Medical and Health Sciences Ijanikin, Lagos","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://www.ekounivmed.edu.ng",,"2025-09-09T06:24:46.979Z"
"OCPUHwsBw4","Skyline University, Kano","PRIVATE_UNIVERSITY","Nigeria","Kano","https://www.sun.edu.ng",,"2025-09-09T06:24:47.506Z"
"qKqDtIu7Pe","Greenfield University, Kaduna","PRIVATE_UNIVERSITY","Nigeria","Kaduna","https://www.gfu.edu.ng",,"2025-09-09T06:24:48.037Z"
"vFUP-UCZHs","Dominion University Ibadan, Oyo State","PRIVATE_UNIVERSITY","Nigeria","Oyo","https://www.dominionuniversity.edu.ng/",,"2025-09-09T06:24:48.397Z"
"WVDv5o8Zmg","Trinity University","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://www.trinityuniversity.edu.ng/",,"2025-09-09T06:24:49.170Z"
"JFgcNIOc8T","Westland University Iwo","PRIVATE_UNIVERSITY","Nigeria","Osun","https://www.westland.edu.ng",,"2025-09-09T06:24:49.570Z"
"PJ8uusrzBV","Topfaith University, Mkpatak","PRIVATE_UNIVERSITY","Nigeria","Akwa Ibom","https://topfaith.edu.ng",,"2025-09-09T06:24:50.186Z"
"oa0DmXRdPa","Thomas Adewumi University, Oko-Irese","PRIVATE_UNIVERSITY","Nigeria","Kwara","https://www.tau.edu.ng/",,"2025-09-09T06:24:50.595Z"
"ks0JPcd8JQ","Maranatha University","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://www.maranathanuniversity.edu.ng",,"2025-09-09T06:24:50.996Z"
"jo-TZQIOzf","Ave Maria University, Piyanko","PRIVATE_UNIVERSITY","Nigeria","Nasarawa","https://avemariauniversity.edu.ng",,"2025-09-09T06:24:51.824Z"
"1kQfh1qirE","Al-Istiqama University, Sumaila","PRIVATE_UNIVERSITY","Nigeria","Kano","https://ausumaila.edu.ng",,"2025-09-09T06:24:52.251Z"
"1-A1qXW_97","Mudiame University, Irrua","PRIVATE_UNIVERSITY","Nigeria","Edo","https://mudiameuniversity.edu.ng/",,"2025-09-09T06:24:52.846Z"
"Dr58GoWLMJ","Havilla University, Nde-Ikom","PRIVATE_UNIVERSITY","Nigeria","Cross River","https://havillauniversity.edu.ng/",,"2025-09-09T06:24:53.202Z"
"U0YpxWEy-F","Claretian University of Nigeria, Nekede","PRIVATE_UNIVERSITY","Nigeria","Imo","https://claretianuniversity.edu.ng",,"2025-09-09T06:24:53.731Z"
"WEMu1c_hjw","Karl-Kumm University, Vom","PRIVATE_UNIVERSITY","Nigeria","Plateau","https://www.kkuniversity.edu.ng",,"2025-09-09T06:24:54.144Z"
"Jl9nBAIT5V","James Hope University","PRIVATE_UNIVERSITY","Nigeria","Lagos","https://jhu.edu.ng",,"2025-09-09T06:24:54.645Z"
"cz_JJr4XUC","Maryam Abacha American University of Nigeria, Kano","PRIVATE_UNIVERSITY","Nigeria","Kano","https://www.maaun.edu.ng/",,"2025-09-09T06:24:55.307Z"
