"id","name","schoolType","country","region","websiteUrl","logo","createdAt"
"B0xmRvRox9","University of Lagos","PUBLIC_UNIVERSITY","Nigeria","Lagos","https://www.unilag.edu.ng",,"2026-07-09T08:36:59.569Z"
"HfBiqjnwGL","University of Maiduguri","PUBLIC_UNIVERSITY","Nigeria","Borno","https://www.unimaid.edu.ng",,"2026-07-09T08:36:59.575Z"
"wAxG9MsRM7","University of Nigeria, Nsukka","PUBLIC_UNIVERSITY","Nigeria","Enugu","https://www.unn.edu.ng",,"2026-07-09T08:36:59.581Z"
"8UVkPPF7AQ","University of Port-Harcourt","PUBLIC_UNIVERSITY","Nigeria","Rivers","https://www.uniport.edu.ng",,"2026-07-09T08:36:59.586Z"
"N2ONd6X8f7","University of Uyo","PUBLIC_UNIVERSITY","Nigeria","Akwa Ibom","https://www.uniuyo.edu.ng",,"2026-07-09T08:36:59.592Z"
"RMCu0kdroh","Usumanu Danfodiyo University","PUBLIC_UNIVERSITY","Nigeria","Sokoto","https://www.udusok.edu.ng",,"2026-07-09T08:36:59.597Z"
"zk3i8crmGQ","Federal University of Technology, Babura","PUBLIC_UNIVERSITY","Nigeria","Jigawa","https://futb.edu.ng/",,"2026-07-09T08:36:59.603Z"
"72CC28XchS","Federal University of Technology, Ikot Abasi","PUBLIC_UNIVERSITY","Nigeria","Akwa Ibom","https://futia.edu.ng/",,"2026-07-09T08:36:59.608Z"
"X-Md-TTKZJ","Federal University of Health Sciences, Azare","PUBLIC_UNIVERSITY","Nigeria","Bauchi","https://fuhsa.edu.ng/",,"2026-07-09T08:36:59.616Z"
"FlNjC71L_L","Federal University of Education, Kontagora","PUBLIC_UNIVERSITY","Nigeria","Niger","https://fuek.com.ng/",,"2026-07-09T08:36:59.621Z"
"6hdYwnPv5y","Federal University of Applied Sciences, Kachia","PUBLIC_UNIVERSITY","Nigeria","Kaduna","https://fuask.edu.ng/",,"2026-07-09T08:36:59.627Z"
"qdi1NaU1vC","Tai Solarin Federal University of Education, Ijagun","PUBLIC_UNIVERSITY","Nigeria","Ogun","https://tasued.edu.ng/",,"2026-07-09T08:36:59.632Z"
"dL85amqoKf","Rivers State University","PUBLIC_UNIVERSITY","Nigeria","Rivers","https://www.atbu.edu.ng",,"2026-07-09T08:36:59.638Z"
"ZbsURJNdo3","Ambrose Alli University, Ekpoma","PUBLIC_UNIVERSITY","Nigeria","Edo","https://www.abu.edu.ng",,"2026-07-09T08:36:59.644Z"
"sc3xW9n0An","Abia State University, Uturu","PUBLIC_UNIVERSITY","Nigeria","Abia","https://www.buk.edu.ng",,"2026-07-09T08:36:59.651Z"
"wRbAmgEXzd","Ekiti State University","PUBLIC_UNIVERSITY","Nigeria","Ekiti","https://www.fugashua.edu.ng",,"2026-07-09T08:36:59.659Z"
"lmvqZRGMZC","Enugu State University of Science and Technology, Enugu","PUBLIC_UNIVERSITY","Nigeria","Enugu","https://www.fupre.edu.ng",,"2026-07-09T08:36:59.665Z"
"mHleyO-z2N","Olabisi Onabanjo University, Ago Iwoye","PUBLIC_UNIVERSITY","Nigeria","Ogun","https://www.futa.edu.ng",,"2026-07-09T08:36:59.671Z"
"bP4Juohl07","Lagos State University, Ojo","PUBLIC_UNIVERSITY","Nigeria","Lagos","https://www.futminna.edu.ng",,"2026-07-09T08:36:59.677Z"
"Egt6PAgKTM","Ladoke Akintola University of Technology, Ogbomoso","PUBLIC_UNIVERSITY","Nigeria","Oyo","https://www.futo.edu.ng",,"2026-07-09T08:36:59.684Z"
"eEtdJ8mvLQ","Benue State University, Makurdi","PUBLIC_UNIVERSITY","Nigeria","Benue","https://www.fud.edu.ng/",,"2026-07-09T08:36:59.689Z"
"9Re0L2c9uZ","Delta State University Abraka","PUBLIC_UNIVERSITY","Nigeria","Delta","https://www.fudutsinma.edu.ng",,"2026-07-09T08:36:59.694Z"
"gkSFBYMNiG","Imo State University, Owerri","PUBLIC_UNIVERSITY","Nigeria","Imo","https://www.fukashere.edu.ng",,"2026-07-09T08:36:59.699Z"
"RyjQ4ytrCS","Adekunle Ajasin University, Akungba","PUBLIC_UNIVERSITY","Nigeria","Ondo","https://www.fulafia.edu.ng",,"2026-07-09T08:36:59.805Z"
"pNw6Mns8EW","Prince Abubakar Audu University Anyigba","PUBLIC_UNIVERSITY","Nigeria","Kogi","https://www.fulokoja.edu.ng",,"2026-07-09T08:36:59.811Z"
"tnUlgb2ePq","Chukwuemeka Odumegwu Ojukwu University, Uli","PUBLIC_UNIVERSITY","Nigeria","Anambra","https://www.funai.edu.ng",,"2026-07-09T08:36:59.817Z"
"Ho3HyFcyjo","Ebonyi State University, Abakaliki","PUBLIC_UNIVERSITY","Nigeria","Ebonyi","https://www.fuotuoke.edu.ng/",,"2026-07-09T08:36:59.823Z"
"I6q7-NecyM","Aliko Dangote university of Science & Technology, Wudil","PUBLIC_UNIVERSITY","Nigeria","Kano","https://www.fuoye.edu.ng/",,"2026-07-09T08:36:59.829Z"
"51PZGVCQiJ","Niger Delta University Yenagoa","PUBLIC_UNIVERSITY","Nigeria","Bayelsa","https://www.fuwukari.edu.ng/",,"2026-07-09T08:36:59.834Z"
"gfRBWiPDg5","Adamawa State University Mubi","PUBLIC_UNIVERSITY","Nigeria","Adamawa","https://www.fubk.edu.ng",,"2026-07-09T08:36:59.839Z"
"95rSUpnggJ","Nasarawa State University Keffi","PUBLIC_UNIVERSITY","Nigeria","Nasarawa","https://www.fugusau.edu.ng",,"2026-07-09T08:36:59.844Z"
"v9JXFt8PY9","University of Cross River State, Calabar","PUBLIC_UNIVERSITY","Nigeria","Cross River","https://www.mouau.edu.ng",,"2026-07-09T08:36:59.849Z"
"ijVsexwC48","Gombe State Univeristy, Gombe","PUBLIC_UNIVERSITY","Nigeria","Gombe","https://www.mautech.edu.ng",,"2026-07-09T08:36:59.854Z"
"MjSzG0LqIb","Kaduna State University, Kaduna","PUBLIC_UNIVERSITY","Nigeria","Kaduna","https://www.nou.edu.ng",,"2026-07-09T08:36:59.860Z"
"BHxKYLnBrc","Ibrahim Badamasi Babangida University, Lapai","PUBLIC_UNIVERSITY","Nigeria","Niger","https://polac.edu.ng/",,"2026-07-09T08:36:59.866Z"
"zlNJy9HtdK","Plateau State University Bokkos","PUBLIC_UNIVERSITY","Nigeria","Plateau","https://www.nda.edu.ng",,"2026-07-09T08:36:59.871Z"
"4Y71ywfamz","Yobe State University, Damaturu","PUBLIC_UNIVERSITY","Nigeria","Yobe","https://www.unizik.edu.ng",,"2026-07-09T08:36:59.877Z"
"prQWzeoDba","Kebbi State University of Science and Technology, Aliero","PUBLIC_UNIVERSITY","Nigeria","Kebbi","https://www.oauife.edu.ng",,"2026-07-09T08:36:59.882Z"
"mwqlyUt24M","Umar Musa Yar' Adua University Katsina","PUBLIC_UNIVERSITY","Nigeria","Katsina","https://www.uniabuja.edu.ng",,"2026-07-09T08:36:59.887Z"
"89ifmx-Pzh","Osun State University Osogbo","PUBLIC_UNIVERSITY","Nigeria","Osun","https://www.unaab.edu.ng",,"2026-07-09T08:36:59.894Z"
"R1VXdUzV96","Olusegun Agagu University of Sc. & Tech., Okitipupa","PUBLIC_UNIVERSITY","Nigeria","Ondo","https://www.uam.edu.ng",,"2026-07-09T08:36:59.900Z"
"LMzG2h90AE","Taraba State University, Jalingo","PUBLIC_UNIVERSITY","Nigeria","Taraba","https://www.uniben.edu.ng",,"2026-07-09T08:36:59.905Z"
"FpwfonyPTy","Kwara State University, Ilorin","PUBLIC_UNIVERSITY","Nigeria","Kwara","https://www.unical.edu.ng",,"2026-07-09T08:36:59.910Z"
"0SmQY2MhuY","Sokoto State University","PUBLIC_UNIVERSITY","Nigeria","Sokoto","https://www.ui.edu.ng",,"2026-07-09T08:36:59.915Z"
"FNLj8F8lCw","Akwa Ibom State University, Ikot Akpaden","PUBLIC_UNIVERSITY","Nigeria","Akwa Ibom","https://www.unilorin.edu.ng",,"2026-07-09T08:36:59.920Z"
"6XrSbuathH","Ignatius Ajuru University of Education,Rumuolumeni","PUBLIC_UNIVERSITY","Nigeria","Rivers","https://www.unijos.edu.ng",,"2026-07-09T08:36:59.925Z"
"gM9ze16JAK","Bauchi State University, Gadau","PUBLIC_UNIVERSITY","Nigeria","Bauchi","https://www.unilag.edu.ng",,"2026-07-09T08:36:59.930Z"
"fzEbB3dSqf","Yusuf Maitama Sule University Kano","PUBLIC_UNIVERSITY","Nigeria","Kano","https://www.unimaid.edu.ng",,"2026-07-09T08:36:59.936Z"
"PS_o2eCiz8","First Technical University Ibadan","PUBLIC_UNIVERSITY","Nigeria","Oyo","https://www.unn.edu.ng",,"2026-07-09T08:36:59.943Z"
